 written on 23Oct2018 at 15:39:54 
          14
         343
    8    4    4    4    4    4    8    4    2    2    2    2    2    4    4
    2    2    2    2    2    4    4    2    2    2    2    2    4    4    2
    2    2    2    2    4    4    2    2    2    2    2    4    8    4    4
    4    4    4    8    4    2    2    2    2    2    4    2    1    1    1
    1    1    2    2    1    1    1    1    1    2    2    1    1    1    1
    1    2    2    1    1    1    1    1    2    2    1    1    1    1    1
    2    4    2    2    2    2    2    4    4    2    2    2    2    2    4
    2    1    1    1    1    1    2    2    1    1    1    1    1    2    2
    1    1    1    1    1    2    2    1    1    1    1    1    2    2    1
    1    1    1    1    2    4    2    2    2    2    2    4    4    2    2
    2    2    2    4    2    1    1    1    1    1    2    2    1    1    1
    1    1    2    2    1    1    1    1    1    2    2    1    1    1    1
    1    2    2    1    1    1    1    1    2    4    2    2    2    2    2
    4    4    2    2    2    2    2    4    2    1    1    1    1    1    2
    2    1    1    1    1    1    2    2    1    1    1    1    1    2    2
    1    1    1    1    1    2    2    1    1    1    1    1    2    4    2
    2    2    2    2    4    4    2    2    2    2    2    4    2    1    1
    1    1    1    2    2    1    1    1    1    1    2    2    1    1    1
    1    1    2    2    1    1    1    1    1    2    2    1    1    1    1
    1    2    4    2    2    2    2    2    4    8    4    4    4    4    4
    8    4    2    2    2    2    2    4    4    2    2    2    2    2    4
    4    2    2    2    2    2    4    4    2    2    2    2    2    4    4
    2    2    2    2    2    4    8    4    4    4    4    4    8
   -3   -3   -3    1    1   -0.001216    0.000000
   -3   -3   -3    2    1    0.000000   -0.000000
   -3   -3   -3    3    1    0.000000    0.000000
   -3   -3   -3    4    1   -0.000000    0.000000
   -3   -3   -3    5    1    0.002710   -0.000000
   -3   -3   -3    6    1    0.002710    0.000000
   -3   -3   -3    7    1    0.002710   -0.000000
   -3   -3   -3    8    1   -0.000279    0.000000
   -3   -3   -3    9    1    0.000126   -0.000000
   -3   -3   -3   10    1    0.000126    0.000000
   -3   -3   -3   11    1    0.000126   -0.000000
   -3   -3   -3   12    1   -0.000413   -0.000000
   -3   -3   -3   13    1   -0.000413    0.000000
   -3   -3   -3   14    1   -0.000413    0.000000
   -3   -3   -3    1    2   -0.000000    0.000000
   -3   -3   -3    2    2   -0.002640   -0.000000
   -3   -3   -3    3    2    0.000000   -0.000000
   -3   -3   -3    4    2    0.000000   -0.000000
   -3   -3   -3    5    2   -0.000000    0.000000
   -3   -3   -3    6    2   -0.000000    0.000000
   -3   -3   -3    7    2    0.000777    0.000000
   -3   -3   -3    8    2   -0.000126    0.000000
   -3   -3   -3    9    2    0.001490    0.000000
   -3   -3   -3   10    2   -0.000212    0.000000
   -3   -3   -3   11    2   -0.000212    0.000000
   -3   -3   -3   12    2    0.000000   -0.000000
   -3   -3   -3   13    2   -0.000222   -0.000000
   -3   -3   -3   14    2   -0.000222    0.000000
   -3   -3   -3    1    3   -0.000000   -0.000000
   -3   -3   -3    2    3    0.000000    0.000000
   -3   -3   -3    3    3   -0.002640   -0.000000
   -3   -3   -3    4    3    0.000000   -0.000000
   -3   -3   -3    5    3    0.000777    0.000000
   -3   -3   -3    6    3   -0.000000    0.000000
   -3   -3   -3    7    3   -0.000000    0.000000
   -3   -3   -3    8    3   -0.000126    0.000000
   -3   -3   -3    9    3   -0.000212   -0.000000
   -3   -3   -3   10    3    0.001490   -0.000000
   -3   -3   -3   11    3   -0.000212   -0.000000
   -3   -3   -3   12    3   -0.000222   -0.000000
   -3   -3   -3   13    3    0.000000   -0.000000
   -3   -3   -3   14    3   -0.000222   -0.000000
   -3   -3   -3    1    4   -0.000000   -0.000000
   -3   -3   -3    2    4    0.000000    0.000000
   -3   -3   -3    3    4    0.000000    0.000000
   -3   -3   -3    4    4   -0.002640   -0.000000
   -3   -3   -3    5    4   -0.000000    0.000000
   -3   -3   -3    6    4    0.000777    0.000000
   -3   -3   -3    7    4    0.000000    0.000000
   -3   -3   -3    8    4   -0.000126    0.000000
   -3   -3   -3    9    4   -0.000212   -0.000000
   -3   -3   -3   10    4   -0.000212   -0.000000
   -3   -3   -3   11    4    0.001490   -0.000000
   -3   -3   -3   12    4   -0.000222   -0.000000
   -3   -3   -3   13    4   -0.000222   -0.000000
   -3   -3   -3   14    4    0.000000   -0.000000
   -3   -3   -3    1    5    0.002710    0.000000
   -3   -3   -3    2    5   -0.000000   -0.000000
   -3   -3   -3    3    5    0.000777   -0.000000
   -3   -3   -3    4    5   -0.000000   -0.000000
   -3   -3   -3    5    5   -0.003286   -0.000000
   -3   -3   -3    6    5   -0.001311    0.000000
   -3   -3   -3    7    5   -0.001311   -0.000000
   -3   -3   -3    8    5   -0.000413    0.000000
   -3   -3   -3    9    5    0.000222    0.000000
   -3   -3   -3   10    5   -0.000000   -0.000000
   -3   -3   -3   11    5    0.000222    0.000000
   -3   -3   -3   12    5    0.001149   -0.000000
   -3   -3   -3   13    5   -0.000886   -0.000000
   -3   -3   -3   14    5    0.001149    0.000000
   -3   -3   -3    1    6    0.002710   -0.000000
   -3   -3   -3    2    6   -0.000000   -0.000000
   -3   -3   -3    3    6   -0.000000   -0.000000
   -3   -3   -3    4    6    0.000777   -0.000000
   -3   -3   -3    5    6   -0.001311   -0.000000
   -3   -3   -3    6    6   -0.003286    0.000000
   -3   -3   -3    7    6   -0.001311    0.000000
   -3   -3   -3    8    6   -0.000413   -0.000000
   -3   -3   -3    9    6    0.000222    0.000000
   -3   -3   -3   10    6    0.000222   -0.000000
   -3   -3   -3   11    6   -0.000000    0.000000
   -3   -3   -3   12    6    0.001149    0.000000
   -3   -3   -3   13    6    0.001149   -0.000000
   -3   -3   -3   14    6   -0.000886    0.000000
   -3   -3   -3    1    7    0.002710    0.000000
   -3   -3   -3    2    7    0.000777   -0.000000
   -3   -3   -3    3    7   -0.000000   -0.000000
   -3   -3   -3    4    7    0.000000   -0.000000
   -3   -3   -3    5    7   -0.001311    0.000000
   -3   -3   -3    6    7   -0.001311   -0.000000
   -3   -3   -3    7    7   -0.003286    0.000000
   -3   -3   -3    8    7   -0.000413    0.000000
   -3   -3   -3    9    7    0.000000   -0.000000
   -3   -3   -3   10    7    0.000222   -0.000000
   -3   -3   -3   11    7    0.000222    0.000000
   -3   -3   -3   12    7   -0.000886   -0.000000
   -3   -3   -3   13    7    0.001149    0.000000
   -3   -3   -3   14    7    0.001149   -0.000000
   -3   -3   -3    1    8   -0.000279   -0.000000
   -3   -3   -3    2    8   -0.000126   -0.000000
   -3   -3   -3    3    8   -0.000126   -0.000000
   -3   -3   -3    4    8   -0.000126   -0.000000
   -3   -3   -3    5    8   -0.000413   -0.000000
   -3   -3   -3    6    8   -0.000413    0.000000
   -3   -3   -3    7    8   -0.000413   -0.000000
   -3   -3   -3    8    8   -0.001216    0.000000
   -3   -3   -3    9    8    0.000000   -0.000000
   -3   -3   -3   10    8    0.000000   -0.000000
   -3   -3   -3   11    8   -0.000000   -0.000000
   -3   -3   -3   12    8    0.002710    0.000000
   -3   -3   -3   13    8    0.002710   -0.000000
   -3   -3   -3   14    8    0.002710   -0.000000
   -3   -3   -3    1    9    0.000126    0.000000
   -3   -3   -3    2    9    0.001490   -0.000000
   -3   -3   -3    3    9   -0.000212    0.000000
   -3   -3   -3    4    9   -0.000212    0.000000
   -3   -3   -3    5    9    0.000222   -0.000000
   -3   -3   -3    6    9    0.000222   -0.000000
   -3   -3   -3    7    9   -0.000000    0.000000
   -3   -3   -3    8    9   -0.000000    0.000000
   -3   -3   -3    9    9   -0.002640   -0.000000
   -3   -3   -3   10    9   -0.000000    0.000000
   -3   -3   -3   11    9   -0.000000    0.000000
   -3   -3   -3   12    9   -0.000777    0.000000
   -3   -3   -3   13    9   -0.000000   -0.000000
   -3   -3   -3   14    9   -0.000000   -0.000000
   -3   -3   -3    1   10    0.000126   -0.000000
   -3   -3   -3    2   10   -0.000212   -0.000000
   -3   -3   -3    3   10    0.001490    0.000000
   -3   -3   -3    4   10   -0.000212    0.000000
   -3   -3   -3    5   10   -0.000000    0.000000
   -3   -3   -3    6   10    0.000222    0.000000
   -3   -3   -3    7   10    0.000222    0.000000
   -3   -3   -3    8   10   -0.000000    0.000000
   -3   -3   -3    9   10   -0.000000   -0.000000
   -3   -3   -3   10   10   -0.002640    0.000000
   -3   -3   -3   11   10    0.000000   -0.000000
   -3   -3   -3   12   10    0.000000   -0.000000
   -3   -3   -3   13   10   -0.000777    0.000000
   -3   -3   -3   14   10    0.000000    0.000000
   -3   -3   -3    1   11    0.000126    0.000000
   -3   -3   -3    2   11   -0.000212   -0.000000
   -3   -3   -3    3   11   -0.000212    0.000000
   -3   -3   -3    4   11    0.001490    0.000000
   -3   -3   -3    5   11    0.000222   -0.000000
   -3   -3   -3    6   11   -0.000000   -0.000000
   -3   -3   -3    7   11    0.000222   -0.000000
   -3   -3   -3    8   11   -0.000000    0.000000
   -3   -3   -3    9   11   -0.000000   -0.000000
   -3   -3   -3   10   11    0.000000    0.000000
   -3   -3   -3   11   11   -0.002640   -0.000000
   -3   -3   -3   12   11   -0.000000    0.000000
   -3   -3   -3   13   11    0.000000    0.000000
   -3   -3   -3   14   11   -0.000777    0.000000
   -3   -3   -3    1   12   -0.000413    0.000000
   -3   -3   -3    2   12    0.000000    0.000000
   -3   -3   -3    3   12   -0.000222    0.000000
   -3   -3   -3    4   12   -0.000222    0.000000
   -3   -3   -3    5   12    0.001149    0.000000
   -3   -3   -3    6   12    0.001149   -0.000000
   -3   -3   -3    7   12   -0.000886    0.000000
   -3   -3   -3    8   12    0.002710   -0.000000
   -3   -3   -3    9   12   -0.000777   -0.000000
   -3   -3   -3   10   12   -0.000000    0.000000
   -3   -3   -3   11   12   -0.000000   -0.000000
   -3   -3   -3   12   12   -0.003286   -0.000000
   -3   -3   -3   13   12   -0.001311   -0.000000
   -3   -3   -3   14   12   -0.001311   -0.000000
   -3   -3   -3    1   13   -0.000413   -0.000000
   -3   -3   -3    2   13   -0.000222    0.000000
